ref,N,hang,mult
NC_000001.10:6027140-6027511,18,0,0
NC_000001.10:6029012-6029386,53,0,0
NC_000001.10:6038255-6038590,61,3,0
NC_000001.10:6046065-6046400,48,1,0
NC_000001.10:6100409-6100747,46,1,0
NC_000001.10:6101706-6102047,75,3,0
NC_000001.10:6111464-6111826,7,0,0
NC_000001.10:6132625-6132978,43,3,0
NC_000001.10:6133642-6133971,35,2,0
NC_000001.10:6142173-6142538,90,1,0
NC_000001.10:6145059-6145394,46,1,0
NC_000001.10:6147352-6147687,45,1,0
NC_000001.10:6148851-6149189,25,2,0
NC_000001.10:6150244-6150621,38,1,0
NC_000001.10:6151244-6151567,43,2,0
NC_000001.10:6154357-6154698,18,1,0
NC_000001.10:6155308-6155815,57,2,0
NC_000001.10:6156526-6156855,48,0,0
NC_000001.10:6157303-6157733,73,2,0
NC_000001.10:6158424-6158907,123,0,0
NC_000001.10:6159701-6160270,43,0,0
NC_000001.10:6161832-6162182,43,2,0
NC_000001.10:6165239-6165509,23,1,0
NC_000001.10:6166147-6166867,71,1,0
NC_000001.10:6169840-6170184,49,3,0
NC_000001.10:6170293-6170634,42,2,0
NC_000001.10:6171755-6172081,21,4,4
NC_000001.10:6172138-6172461,116,2,4
NC_000001.10:6172874-6173233,44,1,0
NC_000001.10:6181130-6181450,15,1,1
NC_000001.10:6181463-6181792,15,1,1
NC_000001.10:6183975-6184307,32,1,0
NC_000001.10:6184404-6184751,52,0,0
NC_000001.10:6185078-6185446,42,1,1
NC_000001.10:6185552-6186062,136,1,1
NC_000001.10:6186489-6186818,33,3,0
NC_000001.10:6188055-6188390,28,3,1
NC_000001.10:6188495-6189201,99,2,1
NC_000001.10:6190180-6190545,34,2,0
NC_000001.10:6191514-6191855,64,2,0
NC_000001.10:6194093-6194422,28,3,0
NC_000001.10:6194658-6194993,66,2,1
NC_000001.10:6195156-6195491,34,2,1
NC_000001.10:6196519-6197035,57,3,0
NC_000001.10:6202061-6202740,99,1,0
NC_000001.10:6203841-6204360,77,3,0
NC_000001.10:6206190-6206552,41,2,1
NC_000001.10:6206604-6206942,35,1,1
NC_000001.10:6208865-6209612,146,1,0
NC_000001.10:6210930-6211262,48,1,0
NC_000001.10:6212433-6212765,67,3,0
NC_000001.10:6214689-6215098,47,0,0
NC_000001.10:6215614-6215964,52,3,0
NC_000001.10:6219307-6219648,82,0,0
NC_000001.10:6228137-6228463,33,1,0
NC_000001.10:6239866-6240195,28,0,0
NC_000001.10:6253004-6253274,58,2,0
NC_000001.10:6257716-6257986,39,0,0
NC_000001.10:6259536-6259892,10,0,0
NC_000001.10:6266533-6266895,32,1,0
NC_000001.10:6267361-6268105,122,0,0
NC_000001.10:6268869-6269726,56,1,0
NC_000001.10:6269792-6270145,21,1,1
NC_000001.10:6270223-6270653,43,1,1
NC_000001.10:6270808-6271250,38,1,0
NC_000001.10:6271892-6272930,139,4,12
NC_000001.10:6272934-6273287,71,8,12
NC_000001.10:6278138-6278509,29,0,0
NC_000001.10:6279216-6279628,45,0,0
NC_000001.10:6284961-6285388,65,0,0
NC_000001.10:6291840-6292243,94,1,0
NC_000001.10:6293464-6293817,63,1,0
NC_000001.10:6294332-6294670,49,3,1
NC_000001.10:6294787-6295119,57,3,1
NC_000001.10:6295648-6296066,6,0,0
NC_000001.10:6304323-6304774,46,2,0
NC_000001.10:6305082-6305755,57,2,0
NC_000001.10:6309225-6310120,7,0,0
NC_000001.10:6310428-6310766,21,0,0
NC_000001.10:6311267-6311593,78,0,0
NC_000001.10:6313724-6314317,61,2,2
NC_000001.10:6314460-6315127,116,4,2
NC_000001.10:6324414-6324779,65,0,0
NC_000001.10:6341153-6341494,69,2,0
NC_000001.10:6342627-6342968,57,0,0
NC_000001.10:6354764-6355114,62,4,0
NC_000001.10:6378494-6378826,89,3,0
NC_000001.10:6387315-6387665,74,1,0
NC_000001.10:6393377-6393727,63,1,0
NC_000001.10:6399470-6399817,42,1,0
NC_000001.10:6409746-6410102,12,1,0
NC_000001.10:6418742-6419181,79,0,0
NC_000001.10:6420519-6420857,42,2,0
NC_000001.10:6445382-6445919,99,1,0
NC_000001.10:6453302-6453628,1,0,0
NC_000001.10:6473065-6473507,69,2,0
NC_000001.10:6478745-6479436,27,0,0
NC_000001.10:6479599-6480023,37,1,0
NC_000001.10:6484875-6485489,22,0,0
NC_000001.10:6488138-6488482,61,3,0
NC_000001.10:6489883-6490153,12,1,0
NC_000001.10:6500386-6501300,39,2,0
NC_000001.10:6504391-6504741,54,2,0
NC_000001.10:6505569-6505839,18,1,0
NC_000001.10:6508835-6509238,9,3,0
NC_000001.10:6511568-6512235,55,1,0
NC_000001.10:6517207-6517527,32,1,0
NC_000001.10:6520024-6520362,20,1,0
NC_000001.10:6521097-6521823,90,3,2
NC_000001.10:6521893-6522273,24,2,2
NC_000001.10:6522478-6523219,98,1,0
NC_000001.10:6524326-6524839,36,0,0
NC_000001.10:6525012-6525368,37,4,6
NC_000001.10:6525369-6525689,28,4,6
NC_000001.10:6526040-6526402,10,0,0
NC_000001.10:6527350-6527765,92,7,7
NC_000001.10:6527779-6528701,74,5,7
NC_000001.10:6528976-6529818,202,0,0
NC_000001.10:6530117-6531214,291,0,0
NC_000001.10:6531470-6531995,44,2,0
NC_000001.10:6532513-6533569,168,1,0
NC_000001.10:6533988-6534344,25,1,1
NC_000001.10:6534436-6534780,23,1,1
NC_000001.10:6534989-6535312,76,0,0
NC_000001.10:6535382-6535714,32,2,2
NC_000001.10:6535805-6536155,66,2,2
NC_000001.10:6537403-6537771,82,1,0
NC_000001.10:6545205-6545573,14,1,0
NC_000001.10:6556550-6556820,15,0,0
NC_000001.10:6557203-6557565,5,0,0
NC_000001.10:6579397-6579744,65,1,0
NC_000001.10:6585762-6586171,117,4,0
NC_000001.10:6586704-6587057,61,0,0
NC_000001.10:6589027-6589392,53,2,0
NC_000001.10:6591872-6592240,57,0,0
NC_000001.10:6592353-6592854,179,3,0
NC_000001.10:6593263-6593631,42,1,0
NC_000001.10:6601793-6602137,27,1,0
NC_000001.10:6604825-6605335,111,0,0
NC_000001.10:6609516-6609869,48,0,0
NC_000001.10:6610353-6610792,74,2,0
NC_000001.10:6614144-6614719,39,1,0
NC_000001.10:6615262-6615698,37,2,0
NC_000001.10:6630794-6631301,96,1,0
NC_000001.10:6634583-6635481,150,2,0
NC_000001.10:6636375-6636725,42,2,0
NC_000001.10:6636849-6637211,87,3,0
NC_000001.10:6638548-6639769,371,1,0
NC_000001.10:6640530-6641372,107,0,0
NC_000001.10:6642083-6642504,55,1,0
NC_000001.10:6645844-6646173,48,7,0
NC_000001.10:6646661-6647005,43,1,0
NC_000001.10:6647135-6647479,42,1,3
NC_000001.10:6647499-6647864,22,2,3
NC_000001.10:6648060-6648674,123,3,3
NC_000001.10:6648771-6649450,193,5,3
NC_000001.10:6653310-6653903,95,0,0
NC_000001.10:6655227-6655654,100,2,0
NC_000001.10:6658942-6659550,71,0,0
NC_000001.10:6661738-6663036,94,2,0
NC_000001.10:6673885-6674265,6,0,0
NC_000001.10:6676626-6676976,117,6,0
NC_000001.10:6679863-6680539,138,1,0
NC_000001.10:6681425-6681867,100,2,0
NC_000001.10:6685034-6685381,5,0,0
NC_000001.10:6688542-6688877,42,1,0
NC_000001.10:6690280-6690624,42,3,0
NC_000001.10:6692392-6693237,112,1,0
NC_000001.10:6693951-6694384,57,1,2
NC_000001.10:6694443-6695033,47,2,2
NC_000001.10:6695471-6695839,32,0,0
NC_000001.10:6696096-6696434,43,2,0
NC_000001.10:6697200-6697689,146,4,0
NC_000001.10:6698142-6698519,45,1,0
NC_000001.10:6699909-6700268,37,2,0
NC_000001.10:6704431-6704778,56,4,4
NC_000001.10:6704893-6705255,146,7,4
NC_000001.10:6705840-6706184,48,1,0
NC_000001.10:6710916-6711272,67,0,0
NC_000001.10:6711507-6711851,78,2,0
NC_000001.10:6712762-6713124,81,4,0
NC_000001.10:6713814-6714152,85,0,0
NC_000001.10:6727584-6727922,77,1,0
NC_000001.10:6738276-6738632,41,0,0
NC_000001.10:6740932-6741255,30,2,0
NC_000001.10:6761653-6761994,33,1,0
NC_000001.10:6845398-6845668,1,0,0
NC_000001.10:6880082-6880414,40,1,0
NC_000001.10:6885068-6885409,51,1,0
NC_000001.10:6931582-6931920,135,4,0
NC_000001.10:7151282-7151623,100,3,0
NC_000001.10:7166277-7166624,15,0,0
NC_000001.10:7202068-7202436,57,2,0
NC_000001.10:7289465-7289910,14,1,0
NC_000001.10:7309398-7309724,117,3,0
NC_000001.10:7412132-7412479,28,2,0
NC_000001.10:7527729-7528067,106,3,0
NC_000001.10:7568510-7568857,29,0,0
NC_000001.10:7594798-7595121,42,1,0
NC_000001.10:7624765-7625094,22,0,0
NC_000001.10:7700364-7700696,78,0,0
NC_000001.10:7721665-7721988,28,1,0
NC_000001.10:7723317-7725341,520,2,0
NC_000001.10:7730843-7731181,40,2,0
NC_000001.10:7731900-7732247,38,3,0
NC_000001.10:7737505-7737825,110,3,0
NC_000001.10:7740003-7740368,9,0,0
NC_000001.10:7792363-7792692,35,0,0
NC_000001.10:7796281-7796619,67,0,0
NC_000001.10:7796800-7797129,78,0,0
NC_000001.10:7797283-7797802,105,0,0
NC_000001.10:7797933-7798624,254,0,0
NC_000001.10:7804765-7805097,50,1,0
NC_000001.10:7805872-7806311,82,2,0
NC_000001.10:7807609-7807935,36,0,0
NC_000001.10:7809701-7810039,125,3,0
NC_000001.10:7811147-7811485,55,5,0
NC_000001.10:7812323-7812661,36,0,0
NC_000001.10:7815537-7815872,52,0,0
NC_000001.10:7826439-7826783,44,1,0
NC_000001.10:7831221-7831550,55,0,0
NC_000001.10:7833331-7833681,76,2,0
NC_000001.10:7837198-7837524,57,1,0
NC_000001.10:7838040-7838375,117,3,0
NC_000001.10:7839600-7839971,66,0,0
NC_000001.10:7844765-7845121,56,2,0
NC_000001.10:7845335-7845682,46,1,0
NC_000001.10:7846624-7846983,58,1,0
NC_000001.10:7847295-7847630,28,0,0
NC_000001.10:7848012-7848338,96,3,0
NC_000001.10:7853835-7854200,45,2,0
NC_000001.10:7858555-7858887,95,4,0
NC_000001.10:7861036-7861371,32,0,0
NC_000001.10:7862969-7863346,49,1,0
NC_000001.10:7863665-7864083,74,2,0
NC_000001.10:7868785-7869114,35,0,0
NC_000001.10:7869766-7870116,51,1,0
NC_000001.10:7870336-7870671,33,2,0
NC_000001.10:7879222-7879542,72,1,0
NC_000001.10:7880028-7880381,67,9,9
NC_000001.10:7880387-7880725,69,6,9
NC_000001.10:7886397-7886842,55,1,0
NC_000001.10:7887137-7888053,329,2,0
NC_000001.10:7889761-7890286,252,0,0
NC_000001.10:7895672-7896028,41,0,0
NC_000001.10:7896943-7897320,33,1,0
NC_000001.10:7902573-7903003,120,0,0
NC_000001.10:7903723-7904203,90,5,0
NC_000001.10:7906359-7907017,120,3,0
NC_000001.10:7907621-7908048,81,1,0
NC_000001.10:7909489-7909821,27,1,0
NC_000001.10:7910700-7911026,46,3,0
NC_000001.10:7912859-7913594,193,0,0
NC_000001.10:7980681-7981105,104,2,0
NC_000001.10:7993098-7993418,57,4,0
NC_000001.10:7995037-7995372,35,1,0
NC_000001.10:7997580-7997939,57,2,0
NC_000001.10:7998116-7998451,39,0,0
NC_000001.10:7998647-7999024,49,0,0
NC_000001.10:7999915-8000253,76,3,0
NC_000001.10:8022779-8023102,46,0,0
NC_000001.10:8025334-8025654,74,0,0
NC_000001.10:8029259-8029621,33,1,0
NC_000001.10:8030912-8031262,52,0,0
NC_000001.10:8037534-8037857,30,2,0
NC_000001.10:8044856-8045292,89,4,0
NC_000001.10:8073111-8074587,447,2,0
NC_000001.10:8075203-8075808,156,1,0
NC_000001.10:8378068-8378412,22,1,0
NC_000001.10:8384356-8384937,69,1,0
NC_000001.10:8385300-8385644,32,1,1
NC_000001.10:8385699-8386129,75,2,1
NC_000001.10:8390228-8391153,124,0,0
NC_000001.10:8395338-8395697,58,1,0
NC_000001.10:8397713-8398078,70,0,0
NC_000001.10:8399555-8399875,72,0,0
NC_000001.10:8403779-8404194,48,2,0
NC_000001.10:8414936-8415271,20,2,2
NC_000001.10:8415345-8415674,32,2,2
NC_000001.10:8415988-8416344,65,4,0
NC_000001.10:8418220-8419124,136,1,0
NC_000001.10:8419826-8421669,167,1,1
NC_000001.10:8421737-8422090,31,1,1
NC_000001.10:8422588-8422935,72,0,0
NC_000001.10:8424088-8424435,36,4,0
NC_000001.10:8424610-8424975,34,0,0
NC_000001.10:8425852-8426202,19,0,0
NC_000001.10:8440654-8441161,97,0,0
NC_000001.10:8482645-8482998,23,0,0
NC_000001.10:8525593-8526112,68,0,0
NC_000001.10:8555072-8555395,37,2,0
NC_000001.10:8557375-8557731,66,1,0
NC_000001.10:8568522-8568890,62,1,0
NC_000001.10:8585738-8586070,55,0,0
NC_000001.10:8601188-8601529,40,3,0
NC_000001.10:8616361-8616726,33,0,0
NC_000001.10:8617354-8617698,73,3,0
NC_000001.10:8715860-8716524,219,3,0
NC_000001.10:8921163-8921498,26,0,0
NC_000001.10:8922874-8923435,108,4,0
NC_000001.10:8923803-8924150,70,0,0
NC_000001.10:8925207-8925542,34,2,0
NC_000001.10:8926278-8926735,105,2,0
NC_000001.10:8927130-8927477,121,5,0
NC_000001.10:8927981-8928331,43,2,0
NC_000001.10:8930439-8930771,37,0,0
NC_000001.10:8931897-8932229,74,1,0
NC_000001.10:8934828-8935169,50,0,0
NC_000001.10:9005735-9006088,27,1,0
NC_000001.10:9009227-9009583,26,1,0
NC_000001.10:9011331-9011761,99,2,0
NC_000001.10:9017079-9017456,64,1,0
NC_000001.10:9018908-9019240,95,2,0
NC_000001.10:9022487-9022810,29,1,0
NC_000001.10:9027696-9028043,87,0,0
NC_000001.10:9030789-9031121,95,4,0
NC_000001.10:9034397-9034904,114,1,0
NC_000001.10:9063228-9063637,85,3,0
NC_000001.10:9064648-9064995,24,3,0
NC_000001.10:9067189-9067551,35,0,0
NC_000001.10:9070017-9070376,24,1,0
NC_000001.10:9073514-9073858,45,0,0
NC_000001.10:9074592-9074936,22,7,5
NC_000001.10:9075018-9075338,22,4,5
NC_000001.10:9078236-9078589,68,1,0
NC_000001.10:9079145-9079489,70,0,0
NC_000001.10:9082953-9083297,36,1,0
NC_000001.10:9084884-9085228,54,2,0
NC_000001.10:9086158-9086523,37,2,0
NC_000001.10:9097457-9098142,128,2,0
NC_000001.10:9098358-9099067,48,1,0
NC_000001.10:9099556-9100389,86,0,0
NC_000001.10:9101491-9102164,83,1,0
NC_000001.10:9107579-9107923,52,1,0
NC_000001.10:9109002-9109370,51,0,0
NC_000001.10:9117471-9117818,41,0,0
NC_000001.10:9118144-9118503,74,1,0
NC_000001.10:9129555-9129825,31,0,0
NC_000001.10:9164266-9164841,60,1,0
NC_000001.10:9165466-9165813,73,1,0
NC_000001.10:9171055-9171580,85,5,0
NC_000001.10:9188200-9189267,82,0,0
NC_000001.10:9211614-9211940,40,0,0
NC_000001.10:9241915-9242345,71,0,0
NC_000001.10:9304842-9305696,216,2,0
NC_000001.10:9306887-9307228,65,1,0
NC_000001.10:9321983-9322407,30,0,0
NC_000001.10:9323417-9325127,334,0,0
NC_000001.10:9415771-9416755,309,1,0
NC_000001.10:9427367-9427797,52,3,0
NC_000001.10:9599519-9599964,5,1,0
NC_000001.10:9613673-9614023,80,1,0
NC_000001.10:9616170-9616532,60,1,0
NC_000001.10:9627280-9627615,41,0,0
NC_000001.10:9630265-9630615,55,0,0
NC_000001.10:9633336-9633677,62,1,0
NC_000001.10:9640171-9640441,14,1,0
NC_000001.10:9648845-9649186,4,0,0
NC_000001.10:9655817-9656143,4,0,0
NC_000001.10:9656778-9657140,37,1,0
NC_000001.10:9658350-9658697,50,3,0
NC_000001.10:9661070-9661592,77,2,0
NC_000001.10:9662060-9662508,37,1,0
NC_000001.10:9667581-9668005,103,4,0
NC_000001.10:9669698-9670060,62,3,0
NC_000001.10:9670395-9670899,110,1,1
NC_000001.10:9671001-9671324,54,1,1
NC_000001.10:9671638-9671979,43,1,0
NC_000001.10:9673002-9673361,34,1,0
NC_000001.10:9713655-9714621,250,0,0
NC_000001.10:9770321-9770668,91,3,0
NC_000001.10:9775540-9776299,211,1,0
NC_000001.10:9776418-9776756,7,0,0
NC_000001.10:9776976-9777320,37,1,0
NC_000001.10:9777539-9777886,18,1,0
NC_000001.10:9778611-9779047,51,2,0
NC_000001.10:9779839-9780325,64,0,1
NC_000001.10:9780365-9781035,52,2,3
NC_000001.10:9781108-9782692,217,2,2
NC_000001.10:9783151-9783504,50,2,0
NC_000001.10:9783882-9784472,132,2,0
NC_000001.10:9784827-9785159,32,1,0
NC_000001.10:9786943-9787314,36,0,0
NC_000001.10:9790383-9790884,62,0,0
NC_000001.10:9791141-9791559,85,2,0
NC_000001.10:9791777-9792133,17,1,0
NC_000001.10:9793290-9793643,56,1,0
NC_000001.10:9793963-9794316,76,3,0
NC_000001.10:9794915-9795321,50,3,4
NC_000001.10:9795363-9795701,51,3,4
NC_000001.10:9795915-9796256,92,6,0
NC_000001.10:9797414-9797773,40,1,0
NC_000001.10:9801132-9801464,28,1,0
NC_000001.10:9803842-9804222,66,2,2
NC_000001.10:9804298-9804728,59,2,2
NC_000001.10:9809509-9810090,145,0,0
NC_000001.10:9811534-9811863,78,2,0
NC_000001.10:9815157-9815495,40,0,0
NC_000001.10:9816438-9816791,46,0,0
NC_000001.10:9833290-9833610,17,1,0
NC_000001.10:9883669-9884022,2,1,0
NC_000001.10:9910589-9910859,6,1,0
NC_000001.10:9931069-9931431,19,0,0
NC_000001.10:9931982-9932335,49,1,0
NC_000001.10:9990253-9990671,96,2,0
NC_000001.10:9991814-9992176,42,1,0
NC_000001.10:9992745-9993071,54,0,0
NC_000001.10:9994702-9995046,45,4,0
NC_000001.10:9995385-9995717,32,1,0
NC_000001.10:9996436-9996771,69,0,0
NC_000001.10:10001031-10001369,69,1,0
NC_000001.10:10002611-10002985,41,1,0
NC_000001.10:10032069-10032339,51,3,0
NC_000001.10:10035626-10035979,84,5,0
NC_000001.10:10041072-10041395,65,3,0
NC_000001.10:10042246-10042937,158,2,0
NC_000001.10:10057199-10057525,20,1,0
NC_000001.10:10067538-10067882,82,3,0
NC_000001.10:10068040-10068399,54,1,0
NC_000001.10:10075775-10076122,63,2,0
NC_000001.10:10093474-10093901,144,3,0
NC_000001.10:10132069-10132419,49,1,0
NC_000001.10:10132494-10132823,56,1,0
NC_000001.10:10155483-10155806,71,4,0
NC_000001.10:10161022-10161384,82,1,0
NC_000001.10:10162968-10163303,58,1,0
NC_000001.10:10165424-10165827,183,2,0
NC_000001.10:10166107-10166670,162,1,0
NC_000001.10:10177379-10177744,53,2,0
NC_000001.10:10179385-10179720,54,1,0
NC_000001.10:10181973-10182320,60,2,0
NC_000001.10:10186718-10187062,60,0,0
NC_000001.10:10189227-10189589,61,3,0
NC_000001.10:10190534-10191029,104,2,0
NC_000001.10:10192338-10192703,37,3,0
NC_000001.10:10194984-10195304,64,2,0
NC_000001.10:10196973-10197293,52,1,0
NC_000001.10:10204902-10205252,10,0,0
NC_000001.10:10206981-10207334,74,3,0
NC_000001.10:10209097-10209426,67,1,0
NC_000001.10:10211325-10211743,91,2,0
NC_000001.10:10218265-10218624,58,1,0
NC_000001.10:10221072-10221401,58,1,0
NC_000001.10:10228145-10228510,41,0,0
NC_000001.10:10231056-10231418,59,1,0
NC_000001.10:10238555-10238896,68,2,0
NC_000001.10:10239446-10239796,52,2,1
NC_000001.10:10239908-10240258,30,2,1
NC_000001.10:10287768-10288038,26,0,0
NC_000001.10:10292243-10292620,44,2,0
NC_000001.10:10316212-10316592,102,7,0
NC_000001.10:10318453-10318818,42,3,0
NC_000001.10:10321802-10322137,35,0,0
NC_000001.10:10327291-10327641,46,3,0
NC_000001.10:10328027-10328386,32,0,0
NC_000001.10:10331408-10331743,57,0,0
NC_000001.10:10332171-10332491,86,3,0
NC_000001.10:10332968-10333327,79,4,0
NC_000001.10:10335357-10335710,52,3,0
NC_000001.10:10336257-10336622,85,0,0
NC_000001.10:10337948-10338298,46,0,0
NC_000001.10:10339030-10339365,101,5,0
NC_000001.10:10342242-10342586,96,3,0
NC_000001.10:10351010-10351357,43,0,0
NC_000001.10:10351988-10352359,24,2,0
NC_000001.10:10355023-10355343,97,0,0
NC_000001.10:10355535-10355870,35,2,0
NC_000001.10:10356440-10356781,37,2,4
NC_000001.10:10356838-10357345,103,4,4
NC_000001.10:10363076-10364851,506,1,0
NC_000001.10:10379921-10380247,88,1,0
NC_000001.10:10381620-10381940,63,2,0
NC_000001.10:10383840-10384214,67,2,0
NC_000001.10:10384697-10385071,66,1,0
NC_000001.10:10386137-10386573,107,2,0
NC_000001.10:10394413-10394736,120,6,0
NC_000001.10:10396513-10396857,81,3,2
NC_000001.10:10396972-10397621,194,5,2
NC_000001.10:10399672-10400001,31,2,0
NC_000001.10:10402006-10402341,49,2,0
NC_000001.10:10403157-10403522,27,0,0
NC_000001.10:10405769-10406131,58,1,0
NC_000001.10:10407700-10408053,41,0,0
NC_000001.10:10408549-10408893,102,3,0
NC_000001.10:10412497-10412853,55,0,0
NC_000001.10:10420793-10421155,155,4,0
NC_000001.10:10421707-10422054,111,2,0
NC_000001.10:10423208-10423531,49,1,0
NC_000001.10:10425038-10425776,174,0,0
NC_000001.10:10428442-10428792,54,0,0
NC_000001.10:10431024-10431362,90,0,0
NC_000001.10:10434336-10434677,58,2,3
NC_000001.10:10434760-10435107,62,5,9
NC_000001.10:10435133-10435474,41,4,6
NC_000001.10:10436458-10436873,129,4,0
NC_000001.10:10438218-10438713,150,2,0
NC_000001.10:10458910-10459272,14,1,0
NC_000001.10:10459623-10459973,63,1,0
NC_000001.10:10460439-10460789,38,0,0
NC_000001.10:10463054-10463407,67,2,0
NC_000001.10:10464176-10464505,26,1,0
NC_000001.10:10468057-10468410,78,3,0
NC_000001.10:10471441-10471779,71,2,0
NC_000001.10:10473089-10473463,40,1,0
NC_000001.10:10477008-10477331,31,1,2
NC_000001.10:10477399-10477746,28,3,2
NC_000001.10:10478769-10479113,92,2,0
NC_000001.10:10479444-10479939,90,3,0
NC_000001.10:10490222-10490682,16,2,0
NC_000001.10:10493737-10494066,65,1,0
NC_000001.10:10494495-10494860,57,2,0
NC_000001.10:10500198-10500551,65,3,0
NC_000001.10:10502271-10502642,24,3,0
NC_000001.10:10509975-10510378,56,1,0
NC_000001.10:10511437-10511849,47,1,0
NC_000001.10:10521425-10521876,66,0,0
NC_000001.10:10522950-10523306,73,2,1
NC_000001.10:10523437-10523784,30,2,1
NC_000001.10:10527196-10527564,81,0,0
NC_000001.10:10529076-10529414,45,0,0
NC_000001.10:10532356-10532715,34,1,0
NC_000001.10:10534755-10535108,43,0,0
NC_000001.10:10555224-10555571,41,0,0
NC_000001.10:10596085-10596411,101,4,0
NC_000001.10:10659123-10659467,47,2,0
NC_000001.10:10678283-10678624,47,1,0
NC_000001.10:10683031-10683375,36,1,0
NC_000001.10:10684210-10684545,27,2,0
NC_000001.10:10687241-10687564,37,3,0
NC_000001.10:10689559-10690226,109,3,0
NC_000001.10:10698867-10700183,102,3,0
NC_000001.10:10702849-10703445,59,0,0
NC_000001.10:10704899-10705234,25,2,0
NC_000001.10:10706138-10706500,42,1,0
NC_000001.10:10707698-10708202,89,2,0
NC_000001.10:10709040-10709535,45,0,0
NC_000001.10:10710530-10711168,58,3,0
NC_000001.10:10713046-10714757,276,1,0
NC_000001.10:10715642-10715977,20,0,0
NC_000001.10:10716557-10716880,16,0,0
NC_000001.10:10718407-10718763,64,1,0
NC_000001.10:10719650-10720708,110,1,0
NC_000001.10:10725018-10725676,80,1,0
NC_000001.10:10753773-10754108,30,0,0
NC_000001.10:10754262-10754597,24,0,0
NC_000001.10:11007672-11009062,209,2,0
NC_000001.10:11009674-11010024,18,0,0
NC_000001.10:11013896-11014246,45,4,0
NC_000001.10:11014999-11015349,53,0,0
NC_000001.10:11016883-11017224,27,1,0
NC_000001.10:11017580-11017921,42,3,0
NC_000001.10:11018590-11018919,53,2,0
NC_000001.10:11024152-11024502,64,0,0
NC_000001.10:11026241-11026576,69,3,0
NC_000001.10:11029839-11030216,18,3,0
NC_000001.10:11036027-11036362,75,3,0
NC_000001.10:11041876-11042235,34,0,0
NC_000001.10:11073915-11074185,33,1,0
NC_000001.10:11076882-11077229,85,1,0
NC_000001.10:11078750-11079103,52,4,0
NC_000001.10:11080320-11080590,19,0,0
NC_000001.10:11085858-11086199,37,0,0
NC_000001.10:11086767-11087843,352,1,0
NC_000001.10:11090136-11090459,88,4,0
NC_000001.10:11090636-11090977,22,1,0
NC_000001.10:11094814-11095161,10,2,0
NC_000001.10:11097582-11097911,92,1,0
NC_000001.10:11102830-11103168,44,5,0
NC_000001.10:11103282-11103626,41,1,0
NC_000001.10:11104791-11105614,48,1,0
NC_000001.10:11106393-11107303,119,1,0
NC_000001.10:11114713-11115223,32,1,0
NC_000001.10:11115814-11116300,59,3,0
NC_000001.10:11116502-11116846,23,1,0
NC_000001.10:11118664-11119020,56,0,0
NC_000001.10:11119208-11119531,39,2,0
NC_000001.10:11119693-11120096,15,0,0
NC_000001.10:11126520-11126843,25,0,0
NC_000001.10:11127969-11128307,45,2,0
NC_000001.10:11128572-11128910,48,1,0
NC_000001.10:11129541-11129882,59,1,0
NC_000001.10:11130749-11131096,37,2,0
NC_000001.10:11132064-11132411,18,0,0
NC_000001.10:11133861-11134510,116,0,0
NC_000001.10:11136773-11137141,33,1,0
NC_000001.10:11137340-11137794,43,3,0
NC_000001.10:11139723-11140043,26,4,0
NC_000001.10:11140339-11141328,265,1,0
NC_000001.10:11142694-11143050,96,1,0
NC_000001.10:11147347-11147679,92,1,2
NC_000001.10:11147748-11148359,147,2,2
NC_000001.10:11150429-11150767,83,4,0
NC_000001.10:11150960-11151310,121,2,2
NC_000001.10:11151384-11151761,81,5,2
NC_000001.10:11155716-11156066,102,1,0
NC_000001.10:11157960-11158319,47,0,0
NC_000001.10:11159696-11160025,25,1,0
NC_000001.10:11167289-11167716,47,1,0
NC_000001.10:11168118-11168456,37,3,0
